NAMES OF PUBLISHERS,USERNAMES OF PUBLISHERS,LINK OF PUBLISHERS,HASHTAGS_USERS TAGGED_LINKS,ReplyCount_RetweetCount_LikeCount,DATES,NUMBER OF IMAGES,NUMBER OF VIDEOS,NUMBER OF EMOJIS,REPLY
SPACE.com,https://twitter.com/SPACEdotcom,"[[], [], ['https://t.co/xd4n4kd0xm']]","['2', '10', '41']",2022-04-14 13:19:12.000,1,0,0,False
Space Explorer Mike,https://twitter.com/MichaelGalanin,"[[], [], []]","['184', '4,687', '24.3K']",2022-04-12 18:11:54.000,0,1,2,False
SPACE.com,https://twitter.com/SPACEdotcom,"[[], [], ['https://t.co/xd4n4kd0xm']]","['2', '10', '41']",2022-04-14 13:19:12.000,1,0,0,False
Space Explorer Mike,https://twitter.com/MichaelGalanin,"[[], [], []]","['184', '4,687', '24.3K']",2022-04-12 18:11:54.000,0,1,2,False
Jared Yates Sexton,https://twitter.com/JYSexton,"[[], [], []]","['128', '2,630', '9,201']",2022-04-14 13:03:18.000,0,0,0,False
Paul Byrne,https://twitter.com/ThePlanetaryGuy,"[[], [], []]","['19', '153', '1,085']",2022-04-13 17:02:32.000,0,0,0,False
